NUM_EDO,Entidad,year,bbd
27,TABASCO,1984,3049.53766
27,TABASCO,1985,3027.27825
27,TABASCO,1986,2802.53733
27,TABASCO,1987,2897.76744
27,TABASCO,1988,2888.94511
27,TABASCO,1989,2913.3321
27,TABASCO,1990,2991.70622
27,TABASCO,1991,3149.02361
27,TABASCO,1992,3133.8483
27,TABASCO,1993,3139.9889
27,TABASCO,1994,3158.63464
27,TABASCO,1995,3075.21086
27,TABASCO,1996,3293.46875
27,TABASCO,1997,3421.93305
27,TABASCO,1998,3501.56659
27,TABASCO,1999,3354.28521
27,TABASCO,2000,3460.0852
27,TABASCO,2001,3570.03017
27,TABASCO,2002,3593.34925
27,TABASCO,2003,3807.67752
27,TABASCO,2004,3847.93316
27,TABASCO,2005,3784.06672
27,TABASCO,2006,3711.89798
27,TABASCO,2007,3500.28969
27,TABASCO,2008,3184.16393
27,TABASCO,2009,3000.79117
27,TABASCO,2010,2978.59944
27,TABASCO,2011,2959.98935
27,TABASCO,2012,2936.00884
7,CHIAPAS,1980,0
7,CHIAPAS,1981,0
7,CHIAPAS,1982,0
7,CHIAPAS,1983,0
7,CHIAPAS,1984,0
7,CHIAPAS,1985,0
7,CHIAPAS,1986,0
7,CHIAPAS,1987,0
7,CHIAPAS,1988,0
7,CHIAPAS,1989,0
7,CHIAPAS,1990,0
7,CHIAPAS,1991,0
7,CHIAPAS,1992,0
7,CHIAPAS,1993,0
7,CHIAPAS,1994,0
7,CHIAPAS,1995,0
7,CHIAPAS,1996,0
7,CHIAPAS,1997,0
7,CHIAPAS,1998,0
7,CHIAPAS,1999,0
7,CHIAPAS,2000,0
7,CHIAPAS,2001,0
7,CHIAPAS,2002,0
7,CHIAPAS,2003,0
7,CHIAPAS,2004,0
7,CHIAPAS,2005,0
7,CHIAPAS,2006,0
7,CHIAPAS,2007,0
7,CHIAPAS,2008,0
7,CHIAPAS,2009,0
7,CHIAPAS,2010,0
7,CHIAPAS,2011,0
7,CHIAPAS,2012,0
